country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Finland,2011,male,75+ years,64,1587,40.32,Finland2011,0.881,"273,674,236,773",53809,Silent
Finland,2011,female,75+ years,9,280924,3.2,Finland2011,0.881,"273,674,236,773",53809,Silent
Finland,2012,male,75+ years,49,163645,29.94,Finland2012,0.882,"256,706,466,091",50232,Silent
Finland,2012,female,75+ years,7,284657,2.46,Finland2012,0.882,"256,706,466,091",50232,Silent
Finland,2013,male,75+ years,56,169485,33.04,Finland2013,0.882,"269,980,111,643",52572,Silent
Finland,2013,female,75+ years,17,289147,5.88,Finland2013,0.882,"269,980,111,643",52572,Silent
Finland,2014,male,75+ years,61,175827,34.69,Finland2014,0.883,"272,609,288,690",52832,Silent
Finland,2014,female,75+ years,11,294322,3.74,Finland2014,0.883,"272,609,288,690",52832,Silent
Finland,2015,male,75+ years,53,178936,29.62,Finland2015,,"232,464,833,066",44862,Silent
Finland,2015,female,75+ years,21,295795,7.1,Finland2015,,"232,464,833,066",44862,Silent
Iceland,2000,female,75+ years,0,8330,0,Iceland2000,0.859,"8,927,140,438",34372,G.I. Generation
Iceland,2000,male,75+ years,0,5879,0,Iceland2000,0.859,"8,927,140,438",34372,G.I. Generation
Iceland,2001,male,75+ years,2,6101,32.78,Iceland2001,,"8,136,345,144",30850,Silent
Iceland,2001,female,75+ years,0,8552,0,Iceland2001,,"8,136,345,144",30850,Silent
Iceland,2002,female,75+ years,1,8798,11.37,Iceland2002,,"9,207,689,916",34556,Silent
Iceland,2002,male,75+ years,0,6306,0,Iceland2002,,"9,207,689,916",34556,Silent
Iceland,2003,female,75+ years,0,9063,0,Iceland2003,,"11,316,441,660",42174,Silent
Iceland,2003,male,75+ years,0,6532,0,Iceland2003,,"11,316,441,660",42174,Silent
Iceland,2004,male,75+ years,3,6720,44.64,Iceland2004,,"13,722,824,251",50528,Silent
Iceland,2004,female,75+ years,0,9282,0,Iceland2004,,"13,722,824,251",50528,Silent
Iceland,2005,female,75+ years,0,9566,0,Iceland2005,0.889,"16,691,490,114",60712,Silent
Iceland,2005,male,75+ years,0,6961,0,Iceland2005,0.889,"16,691,490,114",60712,Silent
Iceland,2006,female,75+ years,0,9927,0,Iceland2006,,"17,048,647,568",60243,Silent
Iceland,2006,male,75+ years,0,7248,0,Iceland2006,,"17,048,647,568",60243,Silent
Iceland,2007,male,75+ years,3,7454,40.25,Iceland2007,,213,73590,Silent
Iceland,2007,female,75+ years,1,10165,9.84,Iceland2007,,213,73590,Silent
Iceland,2008,male,75+ years,1,7603,13.15,Iceland2008,,"17,658,408,759",59489,Silent
Iceland,2008,female,75+ years,0,10302,0,Iceland2008,,"17,658,408,759",59489,Silent
Iceland,2009,male,75+ years,1,7788,12.84,Iceland2009,,"12,944,114,736",43700,Silent
Iceland,2009,female,75+ years,0,10439,0,Iceland2009,,"12,944,114,736",43700,Silent
Iceland,2010,male,75+ years,3,7930,37.83,Iceland2010,0.892,"13,310,567,803",45179,Silent
Iceland,2010,female,75+ years,0,10606,0,Iceland2010,0.892,"13,310,567,803",45179,Silent
Iceland,2011,female,75+ years,0,10762,0,Iceland2011,0.896,"14,732,689,535",49861,Silent
Iceland,2011,male,75+ years,0,8033,0,Iceland2011,0.896,"14,732,689,535",49861,Silent
Iceland,2012,male,75+ years,2,8207,24.37,Iceland2012,0.897,"14,292,008,745",48083,Silent
Iceland,2012,female,75+ years,0,10882,0,Iceland2012,0.897,"14,292,008,745",48083,Silent
Iceland,2013,male,75+ years,5,8368,59.75,Iceland2013,0.899,"15,548,321,544",51749,Silent
Iceland,2013,female,75+ years,3,10950,27.4,Iceland2013,0.899,"15,548,321,544",51749,Silent
Iceland,2014,male,75+ years,5,8491,58.89,Iceland2014,0.899,"17,304,033,021",56833,Silent
Iceland,2014,female,75+ years,1,11043,9.06,Iceland2014,0.899,"17,304,033,021",56833,Silent
Iceland,2015,female,75+ years,2,11158,17.92,Iceland2015,,"16,942,247,374",54909,Silent
Iceland,2015,male,75+ years,0,86,0,Iceland2015,,"16,942,247,374",54909,Silent
Iceland,2016,male,75+ years,1,8723,11.46,Iceland2016,,"20,304,098,101",64708,Silent
Iceland,2016,female,75+ years,0,11268,0,Iceland2016,,"20,304,098,101",64708,Silent
Netherlands,2000,male,75+ years,95,335400,28.32,Netherlands2000,0.877,"412,807,259,996",27644,G.I. Generation
Netherlands,2000,female,75+ years,49,629463,7.78,Netherlands2000,0.877,"412,807,259,996",27644,G.I. Generation
Netherlands,2001,male,75+ years,95,342815,27.71,Netherlands2001,,"426,573,601,790",28366,Silent
Netherlands,2001,female,75+ years,54,636833,8.48,Netherlands2001,,"426,573,601,790",28366,Silent
Netherlands,2002,male,75+ years,90,350179,25.7,Netherlands2002,,"465,368,906,456",30757,Silent
Netherlands,2002,female,75+ years,56,642771,8.71,Netherlands2002,,"465,368,906,456",30757,Silent
Netherlands,2003,male,75+ years,78,357715,21.81,Netherlands2003,,"571,863,431,151",37614,Silent
Netherlands,2003,female,75+ years,71,648808,10.94,Netherlands2003,,"571,863,431,151",37614,Silent
Netherlands,2004,male,75+ years,83,366987,22.62,Netherlands2004,,"650,532,654,582",42614,Silent
Netherlands,2004,female,75+ years,60,656752,9.14,Netherlands2004,,"650,532,654,582",42614,Silent
Netherlands,2005,male,75+ years,80,377913,21.17,Netherlands2005,0.891,"678,533,764,457",44289,Silent
Netherlands,2005,female,75+ years,48,666329,7.2,Netherlands2005,0.891,"678,533,764,457",44289,Silent
Netherlands,2006,male,75+ years,95,389546,24.39,Netherlands2006,,"726,649,102,998",47281,Silent
Netherlands,2006,female,75+ years,43,676057,6.36,Netherlands2006,,"726,649,102,998",47281,Silent
Netherlands,2007,male,75+ years,76,401873,18.91,Netherlands2007,,"8,394",54418,Silent
Netherlands,2007,female,75+ years,41,686244,5.97,Netherlands2007,,"8,394",54418,Silent
Netherlands,2008,male,75+ years,86,414420,20.75,Netherlands2008,,"936,228,211,513",60375,Silent
Netherlands,2008,female,75+ years,39,696023,5.6,Netherlands2008,,"936,228,211,513",60375,Silent
Netherlands,2009,male,75+ years,96,427097,22.48,Netherlands2009,,"857,932,759,100",54988,Silent
Netherlands,2009,female,75+ years,48,705088,6.81,Netherlands2009,,"857,932,759,100",54988,Silent
Netherlands,2010,male,75+ years,82,440573,18.61,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Netherlands,2010,female,75+ years,46,714774,6.44,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Netherlands,2011,male,75+ years,91,455083,20,Netherlands2011,0.9,"893,757,287,202",56667,Silent
Netherlands,2011,female,75+ years,40,724633,5.52,Netherlands2011,0.9,"893,757,287,202",56667,Silent
Netherlands,2012,male,75+ years,91,469742,,Netherlands2012,0.92,"828,946,812,397",52334,Silent
Netherlands,2012,female,75+ years,55,734017,7.49,Netherlands2012,0.92,"828,946,812,397",52334,Silent
Netherlands,2013,male,75+ years,109,485554,22.45,Netherlands2013,0.92,"866,680,000,367",54510,Silent
Netherlands,2013,female,75+ years,59,744083,7.93,Netherlands2013,0.92,"866,680,000,367",54510,Silent
Netherlands,2014,male,75+ years,97,485554,,Netherlands2014,0.922,"879,635,084,125",55325,Silent
Netherlands,2014,female,75+ years,61,744083,8.2,Netherlands2014,0.922,"879,635,084,125",55325,Silent
Netherlands,2015,male,75+ years,129,523,24.66,Netherlands2015,,"757,999,453,314",47206,Silent
Netherlands,2015,female,75+ years,55,770107,7.14,Netherlands2015,,"757,999,453,314",47206,Silent
Netherlands,2016,male,75+ years,123,541327,22.72,Netherlands2016,,"777,227,541,581",48108,Silent
Netherlands,2016,female,75+ years,87,781301,11.14,Netherlands2016,,"777,227,541,581",48108,Silent
New Zealand,2000,male,75+ years,16,77050,20.77,New Zealand2000,0.874,"52,622,842,840",14725,G.I. Generation
New Zealand,2000,female,75+ years,4,125530,3,New Zealand2000,0.874,"52,622,842,840",14725,G.I. Generation
New Zealand,2001,male,75+ years,25,80070,31.22,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2001,female,75+ years,9,128740,6.99,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2002,male,75+ years,16,83290,,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2002,female,75+ years,5,131060,3.82,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2003,male,75+ years,27,86840,31.09,New Zealand2003,,"88,250,885,550",23663,Silent
New Zealand,2003,female,75+ years,11,133600,8.23,New Zealand2003,,"88,250,885,550",23663,Silent
New Zealand,2004,male,75+ years,28,89210,31.39,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2004,female,75+ years,4,135340,2.96,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2005,male,75+ years,16,92350,17.33,New Zealand2005,0.895,"114,718,721,397",29803,Silent
New Zealand,2005,female,75+ years,9,137460,6.55,New Zealand2005,0.895,"114,718,721,397",29803,Silent
New Zealand,2006,male,75+ years,14,95930,14.59,New Zealand2006,,"111,608,845,081",28628,Silent
New Zealand,2006,female,75+ years,8,139990,5.71,New Zealand2006,,"111,608,845,081",28628,Silent
New Zealand,2007,male,75+ years,23,99040,23.22,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2007,female,75+ years,7,142060,4.93,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2008,male,75+ years,18,101730,17.69,New Zealand2008,,"133,279,679,483",33585,Silent
New Zealand,2008,female,75+ years,6,144290,4.16,New Zealand2008,,"133,279,679,483",33585,Silent
New Zealand,2009,male,75+ years,25,104540,23.91,New Zealand2009,,"121,338,622,025",30259,Silent
New Zealand,2009,female,75+ years,8,146230,5.47,New Zealand2009,,"121,338,622,025",30259,Silent
New Zealand,2010,male,75+ years,20,107610,18.59,New Zealand2010,0.905,"146,583,831,538",36145,Silent
New Zealand,2010,female,75+ years,9,148370,6.07,New Zealand2010,0.905,"146,583,831,538",36145,Silent
New Zealand,2011,male,75+ years,,110720,17.16,New Zealand2011,0.907,"16,846",41184,Silent
New Zealand,2011,female,75+ years,8,150850,5.3,New Zealand2011,0.907,"16,846",41184,Silent
New Zealand,2012,male,75+ years,24,114250,21.01,New Zealand2012,0.909,176,42756,Silent
New Zealand,2012,female,75+ years,12,153580,7.81,New Zealand2012,0.909,176,42756,Silent
New Zealand,2013,male,75+ years,26,113910,22.83,New Zealand2013,0.911,,46,Silent
New Zealand,2013,female,75+ years,5,152240,3.28,New Zealand2013,0.911,,46,Silent
Norway,2000,male,75+ years,27,129167,20.9,Norway2000,0.917,"171,315,639,983",41099,G.I. Generation
Norway,2000,female,75+ years,12,220497,5.44,Norway2000,0.917,"171,315,639,983",41099,G.I. Generation
Norway,2001,male,75+ years,39,130,29.96,Norway2001,,"174,003,247,439",41281,Silent
Norway,2001,female,75+ years,7,221223,3.16,Norway2001,,"174,003,247,439",41281,Silent
Norway,2002,male,75+ years,36,130772,27.53,Norway2002,,,46049,Silent
Norway,2002,female,75+ years,8,221235,3.62,Norway2002,,,46049,Silent
Norway,2003,male,75+ years,27,131312,20.56,Norway2003,,"228,752,436,372",53533,Silent
Norway,2003,female,75+ years,11,220907,4.98,Norway2003,,"228,752,436,372",53533,Silent
Norway,2004,male,75+ years,29,132357,21.91,Norway2004,,"264,357,494,659",61450,Silent
Norway,2004,female,75+ years,13,220877,5.89,Norway2004,,"264,357,494,659",61450,Silent
Norway,2005,male,75+ years,25,133579,18.72,Norway2005,0.931,"308,722,079,938",71215,Silent
Norway,2005,female,75+ years,15,2210,6.79,Norway2005,0.931,"308,722,079,938",71215,Silent
Norway,2006,male,75+ years,34,134769,25.23,Norway2006,,"345,424,664,369",79007,Silent
Norway,2006,female,75+ years,6,220894,2.72,Norway2006,,"345,424,664,369",79007,Silent
Norway,2007,male,75+ years,31,135701,22.84,Norway2007,,"401,082,621,083",90797,Silent
Norway,2007,female,75+ years,13,220209,5.9,Norway2007,,"401,082,621,083",90797,Silent
Norway,2008,male,75+ years,29,136042,21.32,Norway2008,,"462,554,432,624",103431,Silent
Norway,2008,female,75+ years,16,2,7.31,Norway2008,,"462,554,432,624",103431,Silent
Norway,2009,male,75+ years,36,136204,26.43,Norway2009,,"386,622,457,580",85394,Silent
Norway,2009,female,75+ years,7,217354,3.22,Norway2009,,"386,622,457,580",85394,Silent
Norway,2010,male,75+ years,31,136494,22.71,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2010,female,75+ years,10,215798,4.63,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2011,male,75+ years,36,137152,26.25,Norway2011,0.941,"498,831,558,926",107430,Silent
Norway,2011,female,75+ years,6,214592,2.8,Norway2011,0.941,"498,831,558,926",107430,Silent
Norway,2012,male,75+ years,33,138390,23.85,Norway2012,0.942,"510,229,136,227",108408,Silent
Norway,2012,female,75+ years,14,213622,6.55,Norway2012,0.942,"510,229,136,227",108408,Silent
Norway,2013,male,75+ years,31,140291,22.1,Norway2013,0.942,"523,502,127,660",109804,Silent
Norway,2013,female,75+ years,5,213383,2.34,Norway2013,0.942,"523,502,127,660",109804,Silent
Norway,2014,male,75+ years,33,143089,23.06,Norway2014,0.944,"499,338,534,779",103443,Silent
Norway,2014,female,75+ years,7,214335,3.27,Norway2014,0.944,"499,338,534,779",103443,Silent
Norway,2015,male,75+ years,32,146511,21.84,Norway2015,,"386,663,139,403",79187,Silent
Norway,2015,female,75+ years,17,215829,7.88,Norway2015,,"386,663,139,403",79187,Silent
Sweden,2000,male,75+ years,128,303,42.22,Sweden2000,0.897,"259,802,012,617",30896,G.I. Generation
Sweden,2000,female,75+ years,49,484818,10.11,Sweden2000,0.897,"259,802,012,617",30896,G.I. Generation
Sweden,2001,male,75+ years,129,305543,42.22,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2001,female,75+ years,63,486462,12.95,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2002,male,75+ years,112,306832,36.5,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2002,female,75+ years,49,486242,10.08,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2003,male,75+ years,105,307923,34.1,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2003,female,75+ years,50,486063,10.29,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2004,male,75+ years,109,309512,35.22,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2004,female,75+ years,43,486526,8.84,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2005,male,75+ years,117,311063,37.61,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2005,female,75+ years,48,486935,9.86,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2006,male,75+ years,114,312567,36.47,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2006,female,75+ years,49,487029,10.06,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2007,male,75+ years,102,314248,32.46,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2007,female,75+ years,34,485845,7,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2008,male,75+ years,108,315606,34.22,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2008,female,75+ years,42,483517,8.69,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2009,male,75+ years,109,316812,34.41,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2009,female,75+ years,36,481488,7.48,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2010,male,75+ years,101,318979,31.66,Sweden2010,0.901,"488,377,689,565",55352,Silent
Sweden,2010,female,75+ years,34,480218,7.08,Sweden2010,0.901,"488,377,689,565",55352,Silent
Sweden,2011,male,75+ years,86,322530,26.66,Sweden2011,0.903,"563,109,663,291",63380,Silent
Sweden,2011,female,75+ years,38,479833,7.92,Sweden2011,0.903,"563,109,663,291",63380,Silent
Sweden,2012,male,75+ years,109,327050,33.33,Sweden2012,0.904,"543,880,647,757",60776,Silent
Sweden,2012,female,75+ years,41,4802,8.54,Sweden2012,0.904,"543,880,647,757",60776,Silent
Sweden,2013,male,75+ years,110,333073,33.03,Sweden2013,0.905,"578,742,001,488",64133,Silent
Sweden,2013,female,75+ years,48,481818,9.96,Sweden2013,0.905,"578,742,001,488",64133,Silent
Sweden,2014,male,75+ years,1,341315,34.87,Sweden2014,0.907,"5,738,177",62956,Silent
Sweden,2014,female,75+ years,45,485940,9.26,Sweden2014,0.907,"5,738,177",62956,Silent
Sweden,2015,male,75+ years,115,341315,33.69,Sweden2015,,"497,918,109,302",54629,Silent
Sweden,2015,female,75+ years,38,485940,7.82,Sweden2015,,"497,918,109,302",54629,Silent
Sweden,2016,male,75+ years,100,359481,27.82,Sweden2016,,"514,459,972,806",55594,Silent
Sweden,2016,female,75+ years,45,493341,9.12,Sweden2016,,"514,459,972,806",55594,Silent
Switzerland,2000,male,75+ years,152,184589,82.35,Switzerland2000,0.888,"272,055,499,941",39952,G.I. Generation
Switzerland,2000,female,75+ years,79,330903,23.87,Switzerland2000,0.888,"272,055,499,941",39952,G.I. Generation
Switzerland,2001,male,75+ years,160,188628,84.82,Switzerland2001,,"278,631,271,391",40582,Silent
Switzerland,2001,female,75+ years,86,336369,25.57,Switzerland2001,,"278,631,271,391",40582,Silent
Switzerland,2002,male,75+ years,163,,82.65,Switzerland2002,,"301,416,810,214",434,Silent
Switzerland,2002,female,75+ years,108,348120,31.02,Switzerland2002,,"301,416,810,214",434,Silent
Switzerland,2003,male,75+ years,148,,74.39,Switzerland2003,,"352,914,820,747",50639,Silent
Switzerland,2003,female,75+ years,115,349975,32.86,Switzerland2003,,"352,914,820,747",50639,Silent
Switzerland,2004,male,75+ years,160,203675,78.56,Switzerland2004,,"394,163,688,621",56123,Silent
Switzerland,2004,female,75+ years,107,355144,30.13,Switzerland2004,,"394,163,688,621",56123,Silent
Switzerland,2005,male,75+ years,177,209040,84.67,Switzerland2005,0.904,"408,689,353,999",57790,Silent
Switzerland,2005,female,75+ years,95,361212,26.3,Switzerland2005,0.904,"408,689,353,999",57790,Silent
Switzerland,2006,male,75+ years,163,214630,75.94,Switzerland2006,,"430,921",60536,Silent
Switzerland,2006,female,75+ years,108,367433,29.39,Switzerland2006,,"430,921",60536,Silent
Switzerland,2007,male,75+ years,,220706,86.54,Switzerland2007,,"479,913,034,322",66807,Silent
Switzerland,2007,female,75+ years,122,373618,32.65,Switzerland2007,,"479,913,034,322",66807,Silent
Switzerland,2008,male,75+ years,175,226861,77.14,Switzerland2008,,"554,363,487,120",76202,Silent
Switzerland,2008,female,75+ years,117,379587,30.82,Switzerland2008,,"554,363,487,120",76202,Silent
Switzerland,2009,male,75+ years,124,233232,53.17,Switzerland2009,,"541,506,500,414",73529,Silent
Switzerland,2009,female,75+ years,41,385288,10.64,Switzerland2009,,"541,506,500,414",73529,Silent
Switzerland,2010,male,75+ years,114,239990,47.5,Switzerland2010,0.924,"583,782,977,866",78474,Silent
Switzerland,2010,female,75+ years,36,391055,9.21,Switzerland2010,0.924,"583,782,977,866",78474,Silent
Switzerland,2011,male,75+ years,125,243790,51.27,Switzerland2011,0.925,"699,579,638,638",93053,Silent
Switzerland,2011,female,75+ years,44,391559,11.24,Switzerland2011,0.925,"699,579,638,638",93053,Silent
Switzerland,2012,male,75+ years,129,250132,51.57,Switzerland2012,0.927,"668,043,614,123",87951,Silent
Switzerland,2012,female,75+ years,41,396763,10.33,Switzerland2012,0.927,"668,043,614,123",87951,Silent
Switzerland,2013,male,75+ years,146,256661,56.88,Switzerland2013,0.928,"688,504,173,431",89634,Silent
Switzerland,2013,female,75+ years,37,401512,9.22,Switzerland2013,0.928,"688,504,173,431",89634,Silent
Switzerland,2014,male,75+ years,144,267638,53.8,Switzerland2014,0.93,"709,182,559,935",90809,Silent
Switzerland,2014,female,75+ years,47,408120,11.52,Switzerland2014,0.93,"709,182,559,935",90809,Silent
Switzerland,2015,male,75+ years,143,275569,51.89,Switzerland2015,,"679,289,166,858",86068,Silent
Switzerland,2015,female,75+ years,41,414205,9.9,Switzerland2015,,"679,289,166,858",86068,Silent
